"Translation Info:
#---------------------------
1724,13,17,"Imana Allah, ni Yo Ituma hagwa imvura ivuye mu bicu izananye mu kirere, maze nya mvura yamara kugwa, amazi agatembera mu tubande, gutyo akabande kose kakakira nya mazi ku rugero rw’uko kangana; imigende na yo igaheza igasesera ku mpande zayo inkukura ata co imaze, yahitanwe na nya mazi[5]. Imana Allah, Irongera Igatanga akandi karorero k’iyazwa ry’ubutare ku muriro kugira buhingurwemwo ibisharizo[6] canke ibindi bikoresho[7], na ho nyene ko agataka ata co kamaze gaheza kakaja ukwako. Ni nk’ukwo rero Imana Allah Itanga akarorero kw’ukuri, ukuri guca mu ziko ntigushe n’ikinyoma kitamara kabiri; ibihitanwa n’inkukura y’amazi, n’agataka gakurwa n’umuriro mu butare, biraheza bigacika impfagusa; na yo amazi n’ubutare nyabwo bifitiye abantu akamaro, biraheza bigasigara mw’isi. Ni nk’ukwo nyene rero Imana Allah Iha uburorero abantu kugira batandukanye ukuri n’ikinyoma.","[5] Aka ni akarorero k’ukuri gatandukanya ukuri n’ikinyoma, aho Imana Allah Igereranya ukuri n’amazi y’imvura, Ikagereranya ikinyoma n’inkukura umugende w’amazi ukumakumira ku mpande zawo.
[6] Nk’ibihinguwe mu butare bw’inzahabu n’umwakaka.
[7] Nk’ibihinguwe mu butare bw’umujumpu."
1725,13,18,"Abemeramana bumviye Imana yabo Rurema Allah n’Intumwa yayo, bagenewe Ubwami bw’ijuru. Nayo abatayumviye bakagarariza, bagenewe umuriro. Iyo abagarariji bobaye bagaba ibiri mw’isi vyose vyigwije na kabiri, maze bakavyigomboza ku musi w’izuka, ntivyokwemewe namba. Abo, ni bo rero bagenewe iharurirwa ribi ku vyo bakoze, ubushikiro bwabo ni mu muriro wa Jahannamu, ni na bwo busaswa bubi cane.",""
1726,13,19,"Ntumwa y’Imana! Mbega burya uwuzi ko ivyo wamanuriwe n’Imana yawe Rurema ari kwo kuri akakwemera, ni nk’impumyi itabona ukuri ngo ikwemere! Mu vy’ukuri, abibuka bakikebuka, ni abanyabwenge;",""
1727,13,20,"Abubahiriza isezerano ry’Imana Allah ryo kuyisenga ari Imwe Rudende, ntibanadohoke kw’isezerano rishimangirwa cane mu nyigisho z’intumwa zose (za nyakugira amahoro y’Imana Allah);",""
1728,13,21,"Abunga ubucuti n’ubuvandimwe, Imana Allah Yategetse ko bwungwa[8], bagatinya Imana yabo Rurema Allah, bakanatinya iharurirwa ribi ryo kutababarirwa ivyaha;","[8] Nko gufasha abavandimwe n’abakenye."
1729,13,22,"Abihanganira iyumviramana, bakihanganira no kudakora ivyaha barondera gushimwa n’Imana yabo Rurema Allah; bagatsimbataza n’amasengesho; bagatanga no mu vyo Twabaronkeje ishikanwa-bwirizwa hamwe n’izindi mperezwa, bakabitanga mu mpisho no ku mugaragaro; ikibi na co bakagisubiriza iciza; abo, ni bo rero bafise iherezo ryiza mu buzima bw’inyuma yo gupfa;",""
1730,13,23,"Iherezo ryabo, ni mu Bwami bw’ijuru rya “Adeni”. Ubwo Bwami bw’ijuru bazobwinjira babubemwo ubutakivayo, bazoba bari kumwe n’aberanda mu bavyeyi babo, abakenyezi babo no mu ruvyaro rwabo, abamalayika na bo bazokwinjira kubakeza ari urutavanako;",""
1731,13,24,"Bavuga bati: “Murakagira amahoro, mwasimvye akabi ku kuntu mwihanganiye iyumviramana, burya iherezo ryiza, ni Ubwami bw’ijuru”.",""
1732,13,25,"Nayo abatubahiriza isezerano ry’Imana Allah ryo kuyisenga ari Imwe Rudende inyuma y’aho rishimangiwe cane mu nyigisho z’intumwa zose (za nyakugira amahoro y’Imana Allah), bagaca ubucuti n’ubuvandimwe, Imana Allah Yategetse ko bwungwa, bakagenzwa n’ubwononyi kw’isi mu gukwiragiza ivyaha; abo, ni bo rero bavumwe n’Imana Allah, ni na bo bafise iherezo ribi mu buzima bw’inyuma yo gupfa.",""
1733,13,26,"Imana Allah, ni Yo Ironsa uwo Ishatse mu biremwa umusesekara mu bimubeshaho, Ikagerera n’uwo Ishatse muri vyo. Abagararije, bobo banezerezwa no kuroranirwa mu buzima bwo kw’isi, burya ubuzima bwo kw’isi nta kirimwo kiretse ukuryoherwa akanya gato, ugereranije n’ubuzima bw’inyuma yo gupfa.",""
1734,13,27,"Abagararije bavuga bati: “Muhamadi, ntiyari gutuma amanurirwa igitangaro gifadika kivuye ku Mana yiwe Rurema Allah; nk'ibitangaro vyahawe Musa canke Isa mwene Mariyamu!”. Ntumwa y’Imana! Babwire uti: “Mu vy’ukuri Imana Allah, Ihubisha uwo Ishatse ku butumva bwiwe, Ikarongora mw’idini ryayo ry’ukuri uwugaruka kuri Yo akigaya;",""
1735,13,28,"Abemeye Imana Allah, maze imitima yabo igatururuzwa n’itazira n'ininahazamana. Bantu, nimwumve mwumvireho! Burya, imitima itururuzwa n’igamburukiramana hamwe n’itazira n'ininahazamana”.",""
1736,13,29,"Abemeye Imana Allah n’Intumwa yayo rero, bagakora n’ivyiza bitegetswe, bazogira akamwemwe k’ivyiza binezereye ijisho, bahabwe n’ubushikiro bwiza mu Bwami bw’ijuru.",""
1737,13,30,"Ntumwa y’Imana! Ni nk’ukwo nyene rero Twakurungitse ku bantu inyuma yuko hamaze guca imigwi myinshi y’abantu, kugira ubasomere Qor’ani Twaguhishuriye mu gihe bakigarariza Imana Nyenimpuhwe. Ntumwa y’Imana! Babwire rero uti: “Nyenimpuhwe mugarariza, ni Yo Mana yanje Rurema Allah, nta mana ibwirijwe gusengwa atari Yo, ni Yo rero nishimikije nkizera, ni no kuri Yo ngaruka nkigaya”.",""
1738,13,31,"Iyo haba Qor’ani yosomwa, maze ikagendesha imisozi ikava aho iri, canke igatuma isi isadagurika igatemba inzuzi, canke igatuma abapfuye bazuka bakavuga, yobaye ari iyi Qor’ani [9]; kandi hamwe n’ivyo vyose, ntivyotumye bayemera. Burya rero Imana Allah, ni Yo Nyene gushinga ingingo zose mu kwerekana ibitangaro, n’ibindi. Mbega abemeramana ntibazi ko iyo Imana Allah Ishaka, Yari gutuma abantu bose kw’isi, bemera hatarinze kuba ibitangaro! Abagararije rero, ntibazoreka gushikirwa n’ivyago bitewe n’igarariza ryabo; nko kwicwa no kugirwa imbohe, canke nya vyago bishikire ababanyi b’aho bacumbitse, gushika n’aho isezerano ry’Imana Allah ryo kuneshwa kwabo, rizoshika. Mu vy’ukuri Imana Allah, ntica kubiri n’isezerano.","[9] Muri iyi Aayah, Imana Allah Yishura abasavye Intumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah), ko yobaha ibitangaro bifadika kugira bayemere, ko Qor’ani ari co gitangaro gisumba ibitangaro vyose."
1739,13,32,"Ntumwa y’Imana! Nibaba batebura kw'ishikirizabutumwa ryawe, si wewe uzoba ubaye uwa mbere, ni ukuri harabaye itebura ku Ntumwa z’aho hambere yawe, maze Ndatenyenyera gato abagararije, hanyuma ndaheza ndabashikura, ndabahana. Ntumwa y’Imana! Ehe raba rero, ukuntu Nabahanye Nkabahasha!",""
1740,13,33,"Burya, Uwuhagarikiye Akazigama ibikorwa vy’ikiremwa ico ari co cose, ni We Akwiye gusengwa, canke ibiremwa ata co vyishoboje, vyafashwe bikabangikanywa n’Imana Allah mu gusengwa! Ntumwa y’Imana! Babwire uti: “Enda nyabuna, nimumbwire amazina n’amatazirano y’ivyo bigirwamana! Canke mushaka kubwira Imana Allah ko Ifise ababangikanywa na Yo mu bumana kw’isi, Itigeze Imenya! Canke mubita ababangikanye n’Imana Allah kw’izina gusa, kandi batigeze babaho koko!”. Ahubwo rero bararyoherejwe na shetani ikinyoma c’ibangikanyamana ryabo, iraheza ibabuza gukurikira inzira y’Imana Allah. Uwubaye intumva rero, Imana Allah Ikamureka agahuba inzira kubera ubutumva bwiwe, nta n’umwe ashobora kumurongora mu nzira yayo.",""
1741,13,34,"Abagarariji barategekanirijwe ibihano mu buzima bwo kw’isi; ni ukuri, baranategekanirijwe ibihano ruhasha mu buzima bw’inyuma yo gupfa, nta n’ikizobakingira ibihano vy’Imana Allah.",""
1742,13,35,"Ibiranga Ubwami bw’ijuru bwasezeraniwe abagamburukiramana, ni uko musi y’ibiti n’inyubakwa vyabwo hatemba inzuzi; ivyamwa vy’aho vyamaho; n’agatutu k’aho ntikigera karenga. Ihembwa ry’Ubwami bw’ijuru rero, ni ryo herezo ryiza ry’abagamburukira Imana Allah mu kwubahiriza amabwirizwa yayo. Nayo iherezo ry’abagarariji, ni mu muriro.",""
1743,13,36,"No mu bahawe Igitabu mu bayahudi n’abanaswara, harimwo abakwemeye baraheza baragukurikira[10], baranahimbarwa na Qor’ani wamanuriwe kuko ishimangira ukuri basanzwe bazi; no mu migwi yiyunze mu kukugarariza[11], harimwo abahakana bivuye inyuma bimwe mu vyo wamanuriwe. Ntumwa y’Imana! Babwire uti: “Ni ukuri, nategetswe n’Imana Allah ko noyisenga Yo Yonyene, ntayibangikanya na kimwe; ndarikira abantu ko boyisenga ari Imwe Rudende batayibangikanya, n’ubuganuko bwanje rero ni kuri Yo”.","[10] Nk’umuyahudi yitwa Abdullahi mwene Salam n’umunaswara yitwa Al-Najashiy, akaba yari umwami wo muri Etiyopiya.
[11] Nka Al-Sayyid na Al’aqib, bari abapadiri b’ahitwa Najraani, na Ka’bu mwene Al-Ashraf."
1744,13,37,"Ntumwa y’Imana! Nk’uko Twamanuriye Ibitabu Abavugishwamana mu rurimi rwabo, Twakumanuriye Qor’ani mu rurimi rw’icarabu, kugira ngo uyisunge mu gufata ingingo; niwahirahira rero ngo ukurikire ivyipfuzo vy’ababangikanyamana mu gusenga ikitari Imana Allah, inyuma y’aho umaze gushikirwa n’ukuri kuvuye ku Mana Allah, ntuzoronka umuhagarikizi agukura mu bihano vy’Imana Allah, eka nta n’uwubigukingira uzoronka.",""
1745,13,38,"Baratangazwa n’uko wabira abakenyezi kandi uri Intumwa! Ni ukuri, Twararungitse Intumwa aho hambere yawe, Tuziha ukwabira abakenyezi, Tunaziha n’uruvyaro. Baridoga ngo iyo aba ari Intumwa vy’ukuri, yari kutuzanira ibitangaro tumusaba. Nta Ntumwa n’imwe ifise ubushobozi bwo kuzana igitangaro atari ku bubasha n'ubushake vy’Imana Allah. Burya rero, isango ry’ishirwa mu ngiro ry’ikintu cose, riba ryaranditswe mu vyagezwe n’Imana Allah;",""
1746,13,39,"Imana Allah Iraheza Igahanagura ico Ishatse mu ngingo zayo, Ikanagumiza ivyo Ishatse gushira mu ngiro uko biri ku ntumbero nziza, ni na Yo Ifise Igitabu nyezina canditswemwo ivyagezwe n’ishirwa mu ngiro ryavyo ""Lawhu Mahfuudh"".",""
1747,13,40,"Ntumwa y’Imana! Hamwe Tworamuka Tukweretse bimwe mu bihano Twasezeraniye abagarariji, bizoba ari ibihano bahabwa bakiri kw’isi; nitwakwaka ubuzima ugapfa utarabibona naho, menya ko ico ujejwe gusa ari ugushikiriza ubutumwa, na Twe Tujejwe iharura ry’ivyo bakoze no kubibahembera.",""
1748,13,41,"Mbega abagarariji ntibabonye ko Twebwe Allah, Dufata isi Tukagabanya inkengera zayo [305]! Burya Imana Allah, ni Yo Ishinga amateka, nta n’umwe rero ashobora guhagarika ishirwa mu ngiro ryayo, ni na Yo Inyarutsa mu guharurira ibiremwa.","[305] Mu kwigarurira kw’abislamu ibihugu vy’ababangikanyamana."
1749,13,42,"Ab’aho hambere yabo, barateze imitego Intumwa Twabarungikiye; burya, itegura ry’imitego yose ni iry’Imana Allah, Irazi neza na neza ico umuntu uwo ari we wese akora, caba iciza canke ikibi, kandi Izokimuhembera. Abagarariji rero nibimbe bigera, bazomenya ku musi w’izuka, uwuzogira iherezo ryiza mu buzima bw’inyuma yo gupfa.",""
1750,13,43,"Abagararije bavuga babwira Umuvugishwamana Muhamadi bati: “Ntiwarungitswe n’Imana Allah”. Ntumwa y’Imana! Bishure uvuge uti: “Imana Allah Irakwiye kuba Icabona c’uko ndi Intumwa, n’uko na mwe muri abahakanyi. N’abanyemeye mu bayahudi no mu banaswara bahawe ubumenyi bw’Igitabu, hanyuma ntibabunyegeza, na bo nyene barakwiye kuba ivyabona ko ndi Intumwa y’Imana”.",""
1751,14,1,"Alif Laam Raa[1]. Ntumwa y’Imana! Iyi Qor’ani, ni Igitabu Twakumanuriye kugira ukure abantu mu muzimagiza w’ubuhuvyi, ubashire mu muco w’uburongozi bw’ubwislamu ku burenganzira bw’Imana yabo Rurema Allah; inzira ya Nyenintsinzi-Mutaneshwa, Nyenugushimwa;","[1] Raba insiguro y’indome zitangura mu ntango y’igisomwa Al-Baqara."
1752,14,2,"Imana Allah, Rugaba Igaba Ikaganza ibiri mu majuru n’ibiri mw’isi, Ibwirizwa gusengwa ari Imwe Rudende. Uguhanwa nya guhanwa mu guhabwa ibihano bikaze, ni ukw’abagarariji;",""
1753,14,3,"Bahitamwo ubuzima bugufi bwo kw’isi, ha guhitamwo ubuzima bwamaho bw’inyuma yo gupfa; baburagiza abantu kwinjira mw’idini ry’Imana Allah, bagashaka ko iryo dini ryisunga ivyipfuzo vyabo. Abo, ni bo rero bari mu muzimagiza uri kure cane y’ukuri.",""
1754,14,4,"Ntumwa y’Imana! Ntitwigeze Turungika aho hambere yawe Intumwa n’imwe, kiretse ko Twayirungika ivuga ururimi rw’abo yarungitsweko, kugira ibatomorere bikwiye amabwirizwa, gutyo Imana Allah Igahubisha uwo Ishatse ku butumva bwiwe, Ikanarongora uwo Ishatse ku bugamburutsi bwiwe, ni na Yo Nyenintsinzi-Mutaneshwa, Intungane mu vyo Ikora.",""
1755,14,5,"Ni ukuri, Twararungitse Musa kuri Bene Israyeli, Tumuteza intege ibitangaro vyacu bigaragaza ukuri kwiwe, Tumubwiriza duti: “Kura abantu warungitsweko mu muzimagiza w’ubuhuvyi ubashire mu muco w’uburongozi bw’ukuri, wongere ubibutse ku nema z’Imana Allah, ubagabishe no ku bihano vyayo”. Mu vy’ukuri muri ukwo kwibutsa, ni ukuri harimwo ivyemezo bigaragara ku muntu wese yihanganira iyumviramana no kudakora ibibi, ashimira Imana Allah ku nema zayo[2].","[2] Muri iyi Aayah, Imana Allah Ishimangira canecane ku bantu barangwa n’inyifato zibiri “ukwihangana” no “gushima”, kuko ari bo ivyemezo bigirira akamaro mu buzima."
1756,14,6,"Ntumwa y’Imana! Iganira abantu warungitsweko kahise ka Musa, igihe yabwira abantu muri Bene Israyeli ati: “Nimwibuke inema y’Imana Allah kuri mwebwe, igihe Ibakiza amagorwa y’abantu ba Firawuni yo gucurwa bufuni na buhoro, babaha ibihano bikomeye, bakanakerera abana banyu b’abahungu, bagasigaza abakobwa banyu ku gutinya ko mu bahungu hovamwo uwuzoza gukura ubutegetsi bwiwe. Muri ivyo vyose, harimwo kugeragezwa gukomeye kuvuye ku Mana yanyu Rurema Allah;",""
1757,14,7,"Nimwibuke kandi, igihe Imana yanyu Rurema Allah Yabamenyesha Iti: “Nimwanshimira ku nema Nabahaye, ni ukuri Nzobongerereza umusesekara; nimwahakana inema zanje naho, muramenya ko mu vy’ukuri ibihano vyanje bikaze"".",""
1758,14,8,"Musa yarongeye ababwira ati: “N’aho mwogarariza Imana Allah mwebwe hamwe n’abari mw’isi bose, nta co mwoyitwara namba. Nimumenye mu vy’ukuri, ko Imana Allah ari Uwikenuye Yikenuye muri vyose; Nyenugushimwa, Ishimwa ku mazina, ku matazirano no ku bikorwa vyayo mu bihe vyose”.",""
1759,14,9,"Bantu mwarungikiwe Intumwa Muhamadi! Mbega ntimurashikirwa n’inkuru z’abantu b’aho hambere yanyu; abantu ba Nuhu, aba Huudi n’aba Swalehe, hamwe n’abantu bo hanyuma yabo ata wodondagura igitigiri cabo kiretse Imana Allah ! Intumwa barungikiwe, zarabazaniye ivyemezo bigaragara, baraheza barabihakana bivuye inyuma, batako baremanga n’ishavu n’akantu bati: “Mu vy’ukuri, twebwe turagararije, ntiturota twemera namba ivyo mwatuzaniye. Mu vy’ukuri, turafise impungenge ziturutse ku makenga y’ivyo muturarikira kwemera”;",""
1760,14,10,"Intumwa zabo zabishuye ziti: “Karashize ingani mugire impungenge zo gusenga Imana Imwe Rudende Allah, Rurema Yaremye amajuru n’isi; Imana Allah Ibararikira ukwemera kugira Ibababarire ivyaha vyanyu vy’ibangikanyamana, kugira ngo ntibahane mukiri kw’isi, Iheze Irindirize umwe wese muri mwebwe gushika kw’isango ryiwe ntarengwa ryo gupfa!”. Nya bantu bishuye Intumwa zabo bati: “Mwebwe nta co muri kiretse ko muri abantu nkatwe, nta gituma rero mwoba Intumwa mugashaka kutubuza gusenga ivyo abavyeyi bacu basenga mu bigirwamana. Enda nyabuna rero, nimutuzanire icemezo kigaragara cemeza ukuri ku vyo muvuga”.",""
1761,14,11,"Nya Ntumwa zarishuye abantu bazo ziti: “Ni vyo ko twebwe ata co turi kiretse ko turi abantu nkamwe, ariko rero Imana Allah Iha ingabirano zayo uwo Ishatse mu baja bayo, Igaheza Ikamutora kuba Intumwa, nta n’ububasha dufise bwo kubazanira icemezo kigaragara cemeza ukuri ku vyo tuvuga, atari ku burenganzira bw’Imana Allah. Abemeramana rero, nibishimikize gusa Imana Allah, bayizere;",""
1762,14,12,"Twobuzwa n’iki kwishimikiza Imana Allah tukayizera kandi Yaraturongoye mu nzira zidukiza ibihano, Ikadushoboza no kwubahiriza amabwirizwa y’idini ryayo! Dutegerezwa rero kwihanganira ibangamira ryanyu. Abizera nyabuna nibishimikize gusa Imana Allah, bayizere"".",""
1763,14,13,"Abagararije, babwiye Intumwa zabo n’ishavu n’akantu bati: “Ni ukuri, dutegerezwa kubirukana tubomore mu bihugu vyacu, canke mugaruke mw’idini ryacu”. Ni ho rero nya Ntumwa zahishurirwa n'Imana yazo Rurema Allah, Izibwira Iti: “Ubu rero ubutigu burageze; ni ukuri, Dutegerezwa guhonya abirenganije mu kugarariza Imana Allah n'Intumwa zayo;",""
1764,14,14,"Ntumwa zanje! Inyuma y’ihonywa ryabo, ni ukuri Tuzobacumbikira mu kubakomorera - mwebwe hamwe n’ababakurikiye - ubutaka bahorako. Iryo honywa ryabo n’ikomorerwa ry’abemeramana ubutaka bahorako, nta makenga arimwo, ku muntu atinya ihagarikwa imbere yanje Jewe Allah, akaniyubara ihaniza ryanje ku bihano vyo ku musi w’izuka”.",""
1765,14,15,"Ni ho rero Intumwa zatumbera Imana Allah ziyisaba ko Yoziha intsinzi, maze Imana Allah Irazumvira, gutyo uwo wese yigira igihangange c’intumva, arahanwa bikwiye;",""
1766,14,16,"Imbere y’ico gihangange c’intumva, hari n’ibihano bikirindiriye mu muriro wa Jahannamu, kizonyweshwa amashira n’amaraso biva mu mibiri y’abantu bo mu muriro;",""
1767,14,17,"Kizogerageza kumira nya mashira n’amaraso akatari gake, bihakwa kutarengana mu muhogo kubera akanuko n’umwokero wavyo; kizohabwa n’ibihano vy’ubwoko bwose ku bihimba vy’umubiri, kugeza n’aho cipfuza gupfa ngo kiruhuke kitari bupfe; n’inyuma y’ivyo bihano vyose, kizohabwa ibindi bihano biremereye.",""
1768,14,18,"Akarorero k’ibikorwa vy’abagararije Imana yabo Rurema Allah, ni nk’umunyota utumurwa n’umuyaga ku musi w’igihuhusi cinshi, maze nya munyota ugatumuka wose; burya nta na kimwe rero bazosigarana cobungura ku Mana Allah[3]. Ibikorwa bidashingiye ku kwemera rero, ni wo muzimagiza uri kure cane y’ukuri.","[3] Kuko igarariza ryabo ryabigize impfagusa birazimangana nka kurya umuyaga w’igihuhusi utumura umunyota."
1769,14,19,"Mwene Adamu! Mbega ntuzi ko Imana Allah Yaremye amajuru n’isi mu ntumbero yo kwerekana vy’ukuri ubumana n’ubushobozi bwayo, kugira ngo isengwe ari Imwe Rudende! Bene Adamu! Imana Allah Ishatse Yobahonya mwese, Ikabasubiriza ibindi biremwa biyigamburukira;",""
1770,14,20,"Eka ihonywa ryanyu n’irema ry’ibindi biremwa vyobasubirira, ntivyonanira namba Imana Allah.",""
1771,14,21,"Ibiremwa vyose bizozuka ku musi w’izuka, maze bishengere imbere y’Imana Allah kugira Ibitunganirize. Abapfuye gukurikira abandi, bazobwira indongozi zabo bakurikiye bati: “Twebwe mu vy’ukuri, ni mwebwe twumvira kw’isi tukabakurikira, none kuri uno musi ntimwodukurako na kimwe mu bihano vy’Imana Allah!”. Indongozi zabo zizokwishura ziti: “Iyo Imana Allah Idushoboza kw’isi tukemera, twari kubarongora mu nzira yayo, twarahuvye rero turanabahubisha, ryaba ihababura ry’ibihano canke ukuvyihanganira, vyose ni co kimwe kuri twese kuko nta buhungiro dufise, eka nta n’isaganirizo”.",""
1772,14,22,"Imana Allah, Imaze gutunganiriza ibiremwa ku musi w’izuka, shetani izokwiyama abayikurikiye ivuge iti: “Mu vy’ukuri Imana Allah, Yarabasezeraniye isezerano ry’ukuri, ko hari izuka n’iharurirwa ry’ibiremwa, hanyuma nanje ndabaha isezerano ry’ikinyoma ko ata zuka, ata n’iharurirwa ry’ibiremwa bibaho, kira noneho nta n’ubushobozi nari ndabafiseko bwo kubahatira kunkurikira, kiretse ko nabararikiye kugarariza, muraheza muranyumvira. Kubera ivyo vyose rero, ntimunteko imiragwe, ahubwo nimuyiteko mwebwe nyene, jewe nta co ndabiyambazako, eka na mwe nyene nta co munyiyambazako mu bihano vy’Imana Allah; mu vy’ukuri, ndabiyamirije ku kuntu mwabangikanije Imana Allah. Mu vy’ukuri, abirenganije mu kurenga ku mabwirizwa y’Imana Allah, barategekanirijwe ibihano bibabaza”.",""
1773,14,23,"Abemeye Imana Allah n’Intumwa yayo bagakora n’ivyiza bitegetswe, bazokwinjizwa mu mirima itotahaye yo mu Bwami bw’ijuru, musi y’ibiti n’inyubakwa vyabwo hatemba inzuzi, bazobubamwo ibihe bidahera ku burenganzira bw’Imana yabo Rurema Allah, indamutso yabo muri nya Bwami, ni: “Gira amahoro y’Imana Allah”.",""
1774,14,24,"Ntumwa y’Imana! Mbega ntiwamenye ukuntu Imana Allah Itanga akarorero k’ijambo ryiza ryo kwemera Imana Imwe Rudende Allah[4], ko ari nk’igiti c’itende gitotahaye, gishinze imizi mu kuzimu, gishamitse kija hejuru;","[4] “LAA ILAAHA ILLA LLAAH”"
1775,14,25,"Cama ivyamwa vyaco ku gihe Imana yaco Rurema Allah Yagitegekanirije[5]!. Burya Imana Allah, Iha uburorero abantu kugira bibuke, bikebuke.","[5] Ukwemera rero, ni nk’ico giti ciza; gutsimbataye mu mutima, kugashamika ibikorwa bitegetswe n’ingeso nziza zishimisha Imana Allah, ivyo vyose bigaheza bigahemberwa n’Imana Allah ku gihe."
1776,14,26,"Nayo akarorero k’ijambo ribi ryo kugarariza Imana Allah; ni nk’igiti kibi kirura, caranduwe kuko imizi yaco idashika mu kuzimu, ntikigire n’amashami akura aja hejuru[6].","[6] Ukugarariza rero, ni nk’ico giti kibi; nta na kimwe kwungura umugarariji, eka nta n’ibikorwa vyiza bitegetswe akora ngo abihemberwe n’Imana Allah."
